2025-10-27 01:35:39 | daemon | INFO | I am started __main__ :)
2025-10-27 01:38:36 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:37 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:38 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:39 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:40 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:41 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:42 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:43 | daemon | INFO | Circled loop __main__
2025-10-27 01:38:44 | daemon | INFO | Daemon control files removed.
2025-10-27 01:38:44 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:40:01 | daemon | INFO | I am started __main__ :)
2025-10-27 01:40:01 | daemon | INFO | Circled started __main__
2025-10-27 01:40:01 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:02 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:03 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:04 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:05 | daemon | INFO | Daemon control files removed.
2025-10-27 01:40:05 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:40:14 | daemon | INFO | I am started __main__ :)
2025-10-27 01:40:14 | daemon | INFO | Circled started __main__
2025-10-27 01:40:14 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:15 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:16 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:17 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:18 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:19 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:20 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:21 | daemon | INFO | Circled loop __main__
2025-10-27 01:40:22 | daemon | INFO | Daemon control files removed.
2025-10-27 01:40:22 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:41:31 | daemon | INFO | I am started __main__ :)
2025-10-27 01:41:31 | daemon | INFO | Circled started __main__
2025-10-27 01:41:31 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:32 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:33 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:34 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:35 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:36 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:37 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:38 | daemon | INFO | Circled loop __main__
2025-10-27 01:41:38 | daemon | INFO | Daemon control files removed.
2025-10-27 01:41:38 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:50:45 | daemon | INFO | I am started __main__ :)
2025-10-27 01:50:45 | daemon | INFO | Circled started __main__
2025-10-27 01:50:45 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:46 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:47 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:47 | daemon | INFO | Daemon control files removed.
2025-10-27 01:50:47 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:50:52 | daemon | INFO | I am started __main__ :)
2025-10-27 01:50:52 | daemon | INFO | Circled started __main__
2025-10-27 01:50:52 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:53 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:54 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:55 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:56 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:57 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:58 | daemon | INFO | Circled loop __main__
2025-10-27 01:50:59 | daemon | INFO | Circled loop __main__
2025-10-27 01:51:00 | daemon | INFO | Circled loop __main__
2025-10-27 01:51:01 | daemon | INFO | Circled loop __main__
2025-10-27 01:51:02 | daemon | INFO | Daemon control files removed.
2025-10-27 01:51:02 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 01:54:09 | daemon | INFO | I am started __main__ :)
2025-10-27 01:54:09 | daemon | INFO | Circled started __main__
2025-10-27 01:54:09 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:10 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:11 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:12 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:13 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:14 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:15 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:16 | daemon | INFO | Circled loop __main__
2025-10-27 01:54:17 | daemon | INFO | Daemon control files removed.
2025-10-27 01:54:17 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 02:01:42 | daemon | INFO | I am started __main__ :)
2025-10-27 02:01:42 | daemon | INFO | Circled started __main__
2025-10-27 02:01:42 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:43 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:44 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:45 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:46 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:47 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:48 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:49 | daemon | INFO | Circled loop __main__
2025-10-27 02:01:50 | daemon | INFO | Daemon control files removed.
2025-10-27 02:01:50 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 02:02:19 | daemon | INFO | I am started __main__ :)
2025-10-27 02:02:19 | daemon | INFO | Circled started __main__
2025-10-27 02:02:19 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:20 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:21 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:22 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:23 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:24 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:25 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:26 | daemon | INFO | Circled loop __main__
2025-10-27 02:02:26 | daemon | INFO | Daemon control files removed.
2025-10-27 02:02:26 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 02:45:35 | daemon | INFO | I am started __main__ :)
2025-10-27 02:45:35 | daemon | INFO | Circled started __main__
2025-10-27 02:45:36 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:37 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:38 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:39 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:40 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:41 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:42 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:43 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:44 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:45 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:46 | daemon | INFO | Circled loop __main__
2025-10-27 02:45:46 | daemon | INFO | Daemon control files removed.
2025-10-27 02:45:46 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:01:39 | daemon | INFO | I am started __main__ :)
2025-10-27 03:01:39 | daemon | INFO | Circled started __main__
2025-10-27 03:01:39 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:40 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:41 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:42 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:43 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:44 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:45 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:46 | daemon | INFO | Circled loop __main__
2025-10-27 03:01:46 | daemon | INFO | Daemon control files removed.
2025-10-27 03:01:46 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:10:17 | daemon | INFO | I am started __main__ :)
2025-10-27 03:10:17 | daemon | INFO | Circled started __main__
2025-10-27 03:10:17 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:18 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:19 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:20 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:21 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:22 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:23 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:24 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:25 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:26 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:27 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:28 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:29 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:30 | daemon | INFO | Circled loop __main__
2025-10-27 03:10:31 | daemon | INFO | Daemon control files removed.
2025-10-27 03:10:31 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:30:13 | daemon | INFO | I am started __main__ :)
2025-10-27 03:30:13 | daemon | INFO | Circled started __main__
2025-10-27 03:30:13 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:14 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:15 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:16 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:17 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:18 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:19 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:20 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:21 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:22 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:23 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:24 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:25 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:26 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:27 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:28 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:29 | daemon | INFO | Circled loop __main__
2025-10-27 03:30:30 | daemon | INFO | Daemon control files removed.
2025-10-27 03:30:30 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:31:43 | daemon | INFO | I am started __main__ :)
2025-10-27 03:31:43 | daemon | INFO | Circled started __main__
2025-10-27 03:31:43 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:44 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:45 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:46 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:47 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:48 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:49 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:50 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:51 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:52 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:53 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:54 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:55 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:56 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:57 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:58 | daemon | INFO | Circled loop __main__
2025-10-27 03:31:59 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:00 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:01 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:02 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:03 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:04 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:05 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:06 | daemon | INFO | Circled loop __main__
2025-10-27 03:32:07 | daemon | INFO | Daemon control files removed.
2025-10-27 03:32:07 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:41:33 | daemon | INFO | I am started __main__ :)
2025-10-27 03:41:33 | daemon | INFO | Circled started __main__
2025-10-27 03:41:33 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:34 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:35 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:36 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:37 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:38 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:39 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:40 | daemon | INFO | Circled loop __main__
2025-10-27 03:41:40 | daemon | INFO | Daemon control files removed.
2025-10-27 03:41:40 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:42:42 | daemon | INFO | I am started __main__ :)
2025-10-27 03:42:42 | daemon | INFO | Circled started __main__
2025-10-27 03:42:56 | daemon | INFO | Daemon control files removed.
2025-10-27 03:42:56 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:43:41 | daemon | INFO | Daemon control files removed.
2025-10-27 03:43:41 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:45:16 | daemon_manager | INFO | Running: ['D:\\Web_Development\\kill_enemy\\circle\\circle_v1\\.venv\\Scripts\\python.exe', '-m', 'circle.core.daemon.daemon']
2025-10-27 03:45:22 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:22 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:27 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:27 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:32 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:32 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:37 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:37 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:42 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:42 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:47 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:47 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:52 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:52 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:45:57 | desktop | INFO | successfully sent notification!
2025-10-27 03:45:57 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:46:02 | daemon | INFO | Stop file found, initiating graceful termination ;)
2025-10-27 03:46:02 | daemon | INFO | Daemon control files removed.
2025-10-27 03:46:02 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:46:02 | desktop | INFO | successfully sent notification!
2025-10-27 03:46:02 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:46:02 | daemon_manager | INFO | Reminder daemon terminated gracefully
2025-10-27 03:46:02 | daemon_manager | INFO | Control files cleaned up.
2025-10-27 03:48:40 | daemon_manager | INFO | Reminder daemon is not running (or PID file is missing)
2025-10-27 03:49:24 | daemon_manager | INFO | Running: ['D:\\Web_Development\\kill_enemy\\circle\\circle_v1\\.venv\\Scripts\\python.exe', '-m', 'circle.core.daemon.daemon']
2025-10-27 03:49:32 | desktop | INFO | successfully sent notification!
2025-10-27 03:49:32 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:49:37 | desktop | INFO | successfully sent notification!
2025-10-27 03:49:37 | notification | INFO | Sent message via DesktopNotification successfully!
2025-10-27 03:49:40 | daemon | INFO | Stop file found, initiating graceful termination ;)
2025-10-27 03:49:40 | daemon | INFO | Daemon control files removed.
2025-10-27 03:49:40 | daemon | INFO | Daemon terminated successfully, No further notification will be sent!
2025-10-27 03:49:40 | daemon_manager | INFO | Reminder daemon terminated gracefully
2025-10-27 03:49:40 | daemon_manager | INFO | Control files cleaned up.
